"","STATION","NAME","DATE","AWND","DAPR","MDPR","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WESD","WESF","WSF2","WSF5","WT01","WT02","WT03","WT06","WT08","WT09"
"2356","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-06-17",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2357","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-06-18",NA,NA,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2358","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-06-19",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2359","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-06-20",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2360","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-06-21",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2361","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-06-22",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2362","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-06-23",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2363","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-06-24",NA,NA,NA,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2364","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-06-25",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2365","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-06-26",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2366","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-06-27",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2367","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-06-28",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2368","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-07-01",NA,NA,NA,NA,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2369","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-07-03",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2370","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-07-04",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2371","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-07-05",NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2372","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-07-11",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2373","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-07-12",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2374","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-07-13",NA,NA,NA,NA,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2375","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-07-14",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2376","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-07-15",NA,NA,NA,NA,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2377","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-07-16",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2378","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-07-18",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2379","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-07-19",NA,NA,NA,NA,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2380","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-07-20",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2381","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-07-21",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2382","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-07-22",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2383","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-07-23",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2384","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-07-24",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2385","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-07-25",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2386","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-07-26",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2387","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-07-27",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2388","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-07-28",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2389","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-07-29",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2390","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-07-30",NA,NA,NA,NA,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2391","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-08-01",NA,NA,NA,NA,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2392","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-08-08",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2393","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-08-09",NA,NA,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2394","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-08-10",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2395","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-08-11",NA,NA,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2396","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-08-15",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2397","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-08-16",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2398","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-08-17",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2399","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-08-18",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2400","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-08-19",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2401","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-08-20",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2402","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-08-21",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2403","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-08-22",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2404","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-08-23",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2405","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-08-24",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2406","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-08-25",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2407","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-08-26",NA,NA,NA,NA,3.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2408","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-08-27",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2409","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-08-28",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2410","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-08-29",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2411","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-08-30",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2412","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-08-31",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2413","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-09-01",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2414","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-09-02",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2415","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-09-03",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2416","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-09-04",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2417","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-09-05",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2418","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-09-06",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2419","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-09-07",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2420","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-09-08",NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2421","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-09-09",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2422","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-09-10",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2423","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-09-11",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2424","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-09-12",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2425","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-09-13",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2426","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-09-14",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2427","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-09-15",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2428","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-09-18",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2429","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-09-19",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2430","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-09-20",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2431","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-09-21",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2432","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-09-22",NA,NA,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2433","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-09-23",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2434","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-09-24",NA,NA,NA,NA,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2435","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-09-25",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2436","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-09-26",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2437","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-09-27",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2438","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-09-28",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2439","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-09-29",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2440","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-09-30",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2441","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-10-01",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2442","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-10-02",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2443","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-10-03",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2444","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-10-04",NA,NA,NA,NA,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2445","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-10-05",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2446","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-10-06",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2447","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-10-07",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2448","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-10-08",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2449","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-10-09",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2450","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-10-10",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2451","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-10-13",NA,NA,NA,NA,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2452","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-10-14",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2453","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-10-15",NA,NA,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2454","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-10-16",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2455","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-10-17",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2456","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-10-18",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2457","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-10-19",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2458","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-10-20",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2459","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-10-21",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2460","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-10-22",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2461","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-10-23",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2462","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-10-24",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2463","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-10-25",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2464","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-10-26",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2465","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-10-27",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2466","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-10-28",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2467","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-10-29",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2468","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-10-30",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2469","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-10-31",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2470","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-11-01",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2471","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-11-02",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2472","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-11-03",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2473","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-11-04",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2474","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-11-05",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2475","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-11-06",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2476","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-11-07",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2477","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-11-08",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2478","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-11-09",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2479","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-11-10",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2480","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-11-11",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2481","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-11-12",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2482","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-11-13",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2483","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-11-14",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2484","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-11-15",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2485","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-11-16",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2486","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-11-17",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2487","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-11-18",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2488","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-11-19",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2489","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-11-22",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2490","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-11-23",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
